Quote,Tag,Confidence,Tag Group,Participant
"I mean, now that they're older, there's not really a childcare. If there's a situation where we have to be away overnight or something like that, then my mom will come stay with them or we'll send them to my significant other's mom, or they'll spend the night at my sister's house with their cousins. So it just kind of, but for the most part, it's usually one of the grandmas.",childcare,0.95,Kids ordering independent,P4 Brittanie S
"When that's, I mean I, I for the most part work from home. So I'm here during the day when I do my part time, which is the ABA therapy, I am out in the field, but my other half is home by then. So there's usually always somebody here with them.",childcare,0.9,Kids ordering independent,P4 Brittanie S
"They're pretty independent. Sometimes too independent, but pretty independent.",kids independence (overall),0.95,No Tag Group,P4 Brittanie S
"I mean, as far as I cook, but I don't have to worry about if I'm not going to cook, are they not going to eat or if I'm out and I haven't cooked yet either? There's something always in there that they can warm up. They know how to use the stove. You know, we're not having them cook full course meals, but they know how to prepare for themselves or each other.",kids independence (overall),0.9,No Tag Group,P4 Brittanie S
Or we'll order something in and they can just grab it from the door. Or they'll order it themselves and we don't even know that they need food so.,who places orders,0.8,Kids ordering independent,P4 Brittanie S
"Mostly, I'll say social media, playing games, I guess you can include YouTube and social media Facetiming with their friends.",what they use for,0.95,No Tag Group,P4 Brittanie S
"They do. They are online shoppers. So online shopping and as I mentioned, ordering food, whether it be for delivery or for one of us to pick up while we're out since we're out, that sort of thing","how we shop (online, in store)",0.9,No Tag Group,P4 Brittanie S
"ordering food, whether it be for delivery or for one of us to pick up while we're out since we're out",food delivery,0.8,No Tag Group,P4 Brittanie S
"Well, it used to be at a point where we knew what was coming, but now that they have their own allowance, they have their little debit cards. It's oh, you have a package, What's in your package? Because I don't even know what you are. But then there are times when it's can I use your card? And of course it's on the app. So whether it's a yes or no, that sort of thing, but they just kind of do their own thing.",kids independence (overall),0.9,No Tag Group,P4 Brittanie S
"Like now before it's can we go to the mall? Can we go to the shoe store? Can we do this? Now it's less of that because they really don't feel like they need to go anywhere. OK, so for them, let's go to the store, let's go to the grocery store, let's go to the mall. It's more of a chore. It's not something they want to do anymore.",grocery,0.8,Kids ordering independent,P4 Brittanie S
"A little bit can't quite get his permit yet, but very soon, very soon.",kids independence (overall),0.8,No Tag Group,P4 Brittanie S
"OK, so a typical week I'll definitely I'll start kind of backwards dinner most likely is made at home. I'll say probably like Monday, Tuesdays and Thursdays usually because most of the time we have leftovers so they just carry in to the next day. And of course if you want something different then there are options, but I'm not thinking breakfast.",when we cook,0.9,No Tag Group,P4 Brittanie S
"Lunch during school time they're having lunch at school during the summer now it it's a free for all. If it's nothing here that you want or you need something else, you got to let me know. But whatever's in the kitchen, whatever you because they someone is they're up for breakfast and some mornings their breakfast is there when they get up at noon or one so that's their lunch or that sort of thing.",school vs not in school,0.8,Kids ordering independent,P4 Brittanie S
"On the weekends, Saturdays are typically we all agree to eat out, so we're just grabbing something and everybody's most of the time we're all on the same page and we're getting the same thing. But there sometimes where the adults want something different from the kids because we get tired of pizza and Chipotle. So we'll place two orders and sometimes one has to be picked up and 1 can be delivered or we'll pick both of them up since we have to go out anyway. And then Sundays I cooked as well, so.",weekend vs weeknight,0.9,Kids ordering independent,P4 Brittanie S
"So it'll it'll kind of depend. So Monday may be leftover from Sunday, but by Tuesday nobody wants it or it's none left, depending on what it was.",when we cook,0.9,No Tag Group,P4 Brittanie S
